1,10930,930,1114,1,0,2,0,1
2,10930,930,1120,1,0,3,1,0
3,10930,930,1129,1,0,4,10,0
4,11030,1030,1222,1,0,0,3,0
5,11030,1033,1223,1,0,1,7,0
6,11030,1030,1237,1,0,2,18,0
7,11030,1030,1222,1,0,3,3,0
8,11030,1030,1221,1,0,4,2,0
9,11130,1131,1319,1,0,0,1,0
10,11130,1130,1329,1,0,1,10,0
11,11130,1130,1321,1,0,2,2,0
12,11130,1130,1314,1,0,3,0,1
13,11130,1130,1325,1,0,4,6,0
14,11230,1229,1421,1,0,0,2,0
15,11230,1231,1423,1,0,1,5,0
16,11230,1229,1427,1,0,2,8,0
17,11230,1229,1416,1,0,3,0,1
18,11230,1230,1422,1,0,4,3,0
19,11330,1330,1517,1,0,0,0,1
20,11330,1332,1518,1,0,1,2,0
21,11330,1330,1533,1,0,2,14,0
22,11330,1330,1536,1,0,3,17,0
23,11330,1330,1519,1,0,4,0,1
24,11430,1431,1619,1,0,0,3,0
25,11430,1430,1615,1,0,1,0,1
26,11430,1430,1613,1,0,2,0,1
27,11430,1430,1621,1,0,3,4,0
28,11430,1433,1619,1,0,4,5,0
29,11530,1530,1719,1,0,0,0,1
30,11530,1530,1718,1,0,1,0,1
31,11530,1530,1728,1,0,2,9,0
32,11530,1530,1719,1,0,3,0,1
33,11530,1530,1718,1,0,4,0,1
34,11630,1631,1840,1,0,0,22,0
35,11630,1630,1820,1,0,1,1,0
36,11630,1631,1832,1,0,2,14,0
37,11630,1630,1819,1,0,3,0,1
38,11630,1630,1820,1,0,4,1,0
39,11730,1730,1927,1,0,0,10,0
40,11730,1730,1930,1,0,1,13,0
41,11730,1731,1922,1,0,2,6,0
42,11730,1730,1917,1,0,3,0,1
43,11730,1729,1928,1,0,4,11,0
44,11830,1830,2030,1,0,0,10,0
45,11830,1830,2025,1,0,1,5,0
46,11830,1830,2031,1,0,2,11,0
47,11830,1829,2040,1,0,3,20,0
48,11830,1839,2030,1,0,4,19,0
49,11930,1929,2129,1,0,0,10,0
50,11930,1929,2133,1,0,1,14,0
51,11930,1929,2121,1,0,2,2,0
52,11930,1929,2135,1,0,3,16,0
53,11930,1933,2123,1,0,4,7,0
54,12030,2030,2218,1,0,4,0,1
55,12030,2030,2235,1,0,0,6,0
56,12030,2030,2227,1,0,1,0,1
57,12030,2030,2225,1,0,2,0,1
58,12030,2030,2226,1,0,3,0,1
59,455,455,656,1,0,0,2,0
60,455,455,657,1,0,1,3,0
61,455,454,658,1,0,2,4,0
62,455,455,659,1,0,3,5,0
63,455,455,656,1,0,4,2,0
64,525,525,725,1,0,0,0,1
65,525,524,724,1,0,1,0,1
66,525,525,728,1,0,2,1,0
67,525,524,726,1,0,3,0,1
68,525,524,728,1,0,4,1,0
69,555,555,757,1,0,0,0,1
70,555,554,754,1,0,1,0,1
71,555,554,755,1,0,2,0,1
72,555,554,753,1,0,3,0,1
73,555,554,756,1,0,4,0,1
74,622,622,836,1,0,0,12,0
75,622,622,823,1,0,1,0,1
76,622,629,839,1,0,2,22,0
77,622,622,822,1,0,3,0,1
78,622,622,823,1,0,4,0,1
79,645,645,848,1,0,0,6,0
80,645,645,842,1,0,1,0,1
81,645,645,847,1,0,2,5,0
82,645,645,841,1,0,3,0,1
83,645,645,841,1,0,4,0,1
84,703,703,910,1,0,0,6,0
85,703,702,903,1,0,1,0,1
86,703,703,908,1,0,2,4,0
87,703,703,907,1,0,3,3,0
88,703,703,904,1,0,4,0,1
89,740,740,934,1,0,0,10,0
90,740,740,933,1,0,1,9,0
91,740,740,933,1,0,2,9,0
92,740,740,923,1,0,3,0,1
93,740,740,923,1,0,4,0,1
94,800,800,1000,1,0,0,42,0
95,800,801,1003,1,0,1,46,0
96,800,759,1015,1,0,2,57,0
97,800,800,956,1,0,3,0,1
98,800,809,1018,1,0,4,69,0
99,10830,830,1023,1,0,0,4,0
100,10830,833,1023,1,0,1,7,0
101,10830,830,1024,1,0,2,5,0
102,10830,830,1021,1,0,3,2,0
103,10830,830,1019,1,0,4,0,1
104,900,900,1056,1,0,0,1,0
105,900,909,1112,1,0,1,66,0
106,900,902,1059,1,0,2,6,0
107,900,900,1102,1,0,3,47,0
108,900,900,1118,1,0,4,63,0
109,10930,930,1128,1,0,0,9,0
110,10930,936,1122,1,0,1,9,0
111,1000,1000,1204,1,0,0,49,0
112,1000,1000,1155,1,0,1,0,1
113,1000,1000,1158,1,0,2,3,0
114,1000,1000,1201,1,0,3,46,0
115,1000,1000,1159,1,0,4,4,0
116,1100,1100,1256,1,0,0,1,0
117,1100,1059,1305,1,0,1,50,0
118,1100,1100,1255,1,0,2,0,1
119,1100,1059,1257,1,0,3,2,0
120,1100,1059,1256,1,0,4,1,0
121,1200,1200,1356,1,0,0,1,0
122,1200,1200,1400,1,0,1,45,0
123,1200,1200,1359,1,0,2,4,0
124,1200,1200,1403,1,0,3,48,0
125,1200,1200,1355,1,0,4,0,1
126,1300,1300,1452,1,0,0,0,1
127,1300,1300,1454,1,0,1,0,1
128,1300,1300,1459,1,0,2,4,0
129,1300,1300,1453,1,0,3,0,1
130,1300,1300,1507,1,0,4,52,0
131,1400,1400,1609,1,0,0,54,0
132,1400,1359,1553,1,0,1,0,1
133,1400,1400,1602,1,0,2,47,0
134,1400,1400,1605,1,0,3,50,0
135,1400,1400,1557,1,0,4,2,0
136,1500,1500,1658,1,0,0,1,0
137,1500,1500,1657,1,0,1,0,1
138,1500,1459,1657,1,0,2,0,1
139,1500,1500,1659,1,0,3,2,0
140,1500,1500,1659,1,0,4,2,0
141,1600,1600,1809,1,0,0,51,0
142,1600,1600,1807,1,0,1,49,0
143,1600,1600,1808,1,0,2,50,0
144,1600,1600,1801,1,0,3,43,0
145,1600,1603,1800,1,0,4,45,0
146,1700,1700,1857,1,0,0,2,0
147,1700,1700,1911,1,0,1,56,0
148,1700,1700,1905,1,0,2,50,0
149,1700,1700,1903,1,0,3,48,0
150,1700,1659,1905,1,0,4,50,0
151,1800,1800,2008,1,0,0,53,0
152,1800,1800,1957,1,0,1,2,0
153,1800,1800,2009,1,0,2,54,0
154,1800,1800,2000,1,0,3,45,0
155,1800,1800,2004,1,0,4,49,0
156,1900,1900,2113,1,0,0,58,0
157,1900,1900,2055,1,0,1,0,1
158,1900,1900,2059,1,0,2,4,0
159,1900,1900,2108,1,0,3,53,0
160,1900,1900,2109,1,0,4,54,0
161,2000,2000,2155,1,0,4,0,1
162,2000,2000,2200,1,0,0,0,1
163,2000,2000,2201,1,0,1,0,1
164,2000,2000,2206,1,0,2,5,0
165,2000,1959,2201,1,0,3,0,1
166,2100,2100,2305,1,0,4,50,0
167,2100,2100,2302,1,0,0,1,0
168,2100,2100,2256,1,0,1,0,1
169,2100,2100,2255,1,0,2,0,1
170,2100,2100,2311,1,0,3,10,0
171,2200,2200,3,1,0,4,0,1
172,2200,2207,7,1,0,0,7,0
173,2200,2159,5,1,0,1,0,1
174,2200,2200,6,1,0,2,0,1
175,2200,2200,32,1,0,3,24,0
